Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
TXSO,Texas South Energy Inc,1298960.00,Energy,"Oil, Gas & Consumable Fuels",--,+0.8
TXSP,Taxus Pharmaceuticals Holdings Inc,273025000.00,Consumer Discretionary,Specialty Retail,--,--
TXTM,Protext Mobility Inc,2162160.00,Health Care,Biotechnology,--,+0.5
TXWHF,TEXWINCA HOLDINGS LTD SHS,483593600.00,,,--,+1.2
TYCB,"Calvin B. Taylor Bankshares, Inc.",99009500.00,Financials,Banks,3.27%,+0.2
TYG,Tortoise Energy Infrastructure Corp.,293214660.00,,,5.61%,+2.9
TYHT,Shineco Inc,9728000.00,Consumer Staples,Personal Products,--,+1.3
TYME,Tyme Technologies Inc,159877250.00,Health Care,Biotechnology,--,+0.9
TYPFF,TYPHOON EXPLORATION INC,2669600.00,Materials,Metals & Mining,--,+2.4
TZAC,Tenzing Acquisition Corp,52633750.00,,,--,--
TZLTF,TZ LTD SHS,4708600.00,,,--,+1.3
TZOO,Travelzoo,114909600.00,Communication Services,Interactive Media & Services,--,+2.1
TZPC,ThermaFreeze Products Corporation,937574000.00,,,--,--
UAHC,United American Healthcare Corp,5839600.00,Health Care,Health Care Equipment & Supplies,--,+1.1
UAMA,United American Corp,2773580.00,Communication Services,Diversified Telecommunication Services,--,+1.0
UAMY,United States Antimony Corporation,30500500.00,Materials,Metals & Mining,--,+0.9
UAN,CVR Partners LP,161490450.00,Materials,Chemicals,--,+1.7
UAPC,United American Petroleum Corp,1577150.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.3
UATG,Umbra Applied Technologies Group Inc,991310.00,Industrials,Aerospace & Defense,--,+0.9
UAVS,Ageagle Aerial Systems Inc,151669880.00,Industrials,Machinery,--,+4.8
UBA,Urstadt Biddle Properties Inc,433026380.00,Real Estate,Equity Real Estate Investment Trusts (REITs),3.88%,+1.0
UBAAF,URBANA CORP,74972480.00,Financials,Capital Markets,2.93%,+0.9
UBAB,United Bancorporation of Alabama Inc,53513600.00,Financials,Banks,0.89%,+0.5
UBCP,"United Bancorp, Inc.",77791980.00,Financials,Banks,4.37%,+0.4
UBFO,United Security Bancshares,124273340.00,Financials,Banks,5.93%,+0.8
UBIA,UBI Blockchain Internet Ltd,33119100.00,Information Technology,Software,--,+5.3
UBOH,United Bancshares Inc. OH,80362280.00,Financials,Banks,2.56%,+0.8
UBP,URSTADT BIDDLE PROPERTIES,128770520.00,Real Estate,Equity Real Estate Investment Trusts (REITs),3.88%,+1.0
UBQU,Ubiquitech Software Corp,203990.00,,,--,--
UBSBF,KURE TECHNOLOGIES INC,543920.00,,,--,+0.1
UBX,Unity Biotechnology Inc,324356690.00,Health Care,Biotechnology,--,--
UCASU,UC Asset LP,8791080.00,,,--,--
UCBB,US-China Biomedical Technology Inc,990050.00,Health Care,Health Care Providers & Services,--,-2.7
UCIX,Umbra Companies Inc,527885000.00,Industrials,Electrical Equipment,--,--
UCL,Ucloudlink Group Inc,347221540.00,,,--,--
UCLE,US Nuclear Corp,5603040.00,,,--,+1.2
UCPA,United Communications Partners Inc,11001630.00,Communication Services,Media,--,+0.4
UCPC,UniCapital Corporation,0.00,,,--,--
UCPLF,UNITED CORPS LTD COM,963704900.00,,,1.18%,+0.7
UCTN,CTN Media Group Inc,2510.00,,,--,--
UDHI,"Union Dental Holdings, Inc.",9436200.00,Health Care,Health Care Providers & Services,--,+4.8
UDSG,UDS Group Inc.,0.00,,,--,--
UEC,Uranium Energy Corp.,284222880.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.1
UECN,"Shiner International, Inc.",275410.00,Materials,Chemicals,--,-0.2
UEEC,United Health Products Inc,195803920.00,Health Care,Health Care Equipment & Supplies,--,-0.3
UEIC,Universal Electronics Inc,740025000.00,Consumer Discretionary,Household Durables,--,+1.3
UEPS,Net 1 UEPS Technologies Inc,189740650.00,Information Technology,IT Services,--,+1.1
UFAB,Unique Fabricating Inc,50557430.00,Consumer Discretionary,Auto Components,--,+1.9
UFCS,"United Fire Group, Inc.",601244620.00,Financials,Insurance,2.53%,+0.1
UFI,"Unifi, Inc.",309842660.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,+0.9
UFMG,Universal Mfg Co,13140.00,,,--,+6.4
UFPT,"UFP Technologies, Inc.",356462200.00,Materials,Containers & Packaging,--,+0.9
UG,"United-Guardian, Inc.",65883470.00,Consumer Staples,Personal Products,5.47%,+0.0
UGHL,Union Bridge Holdings Ltd,25621870.00,Health Care,Health Care Providers & Services,--,+0.4
UGRO,urban-gro Inc,21498030.00,Industrials,Machinery,--,--
UHT,Universal Health Realty Income Trust,938493650.00,Real Estate,Equity Real Estate Investment Trusts (REITs),4.09%,+0.8
UIFD,Unifunds Ltd (Pre-Merger),5718400.00,,,--,--
UIHC,United Insurance Holdings Corp,199891200.00,Financials,Insurance,5.25%,+0.7
UK,Ucommune International Ltd,484723300.00,,,--,--
ULBI,Ultralife Corp.,110540320.00,Industrials,Electrical Equipment,--,+1.6
ULFS,Ultimate Franchise Systems Inc,4000.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
ULGX,21st North Inc,80730.00,Health Care,Health Care Equipment & Supplies,--,+2.1
ULH,Universal Logistics Holdings Inc,586026630.00,Industrials,Road & Rail,1.90%,+1.6
ULIHF,UNITED LABS INT HLDS LTD SHS,819860500.00,,,--,+0.5
ULTRF,Ultrapetrol (Bahamas) Limited,326490.00,,,--,+3.1
ULTXF,ULTRA RESOURCES INC,4912470.00,Materials,Metals & Mining,--,+3.2
ULUR,Uluru Inc,12081000.00,Health Care,Pharmaceuticals,--,-2.9
UMAM,Umami Sustainable Seafood Inc.,298280.00,Consumer Staples,Food Products,--,--
UMAX,Umax Group Corp,117958310.00,Consumer Discretionary,Leisure Products,--,--
UMCN,UMC Inc.,110770.00,,,--,--
UMEWF,UMeWorld Ltd,9397920.00,Communication Services,Interactive Media & Services,--,-1.4
UMGP,Universal Media Group Inc,4229300.00,Communication Services,Entertainment,--,-2.6
UMH,"UMH Properties, Inc",636077500.00,Real Estate,Equity Real Estate Investment Trusts (REITs),4.68%,+1.1
UMHL,Umatrin Holding Ltd,2225820.00,,,--,--
UMLS,Ultimate Lifestyle Corp,10.00,,,--,--
UNAM,Unico American Corporation,25517050.00,Financials,Insurance,--,-0.0
UNB,"Union Bankshares, Inc.",118721750.00,Financials,Banks,4.79%,+1.0
UNDT,Universal Detection Technology,13858840.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
UNEQ,Uneeqo Inc,240.00,,,--,-0.1
UNEX,Unex Holdings Inc,7425000.00,,,--,--
UNFI,United Natural Foods Inc,910780000.00,Consumer Staples,Food & Staples Retailing,--,+1.5
UNGS,Sylios Corp,39660.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.1
UNIB,University Bancorp Inc (MICHIGAN),51739600.00,Financials,Banks,2.43%,+0.3
UNIEF,UNI-SELECT INC,270937700.00,Consumer Discretionary,Distributors,--,+1.8
UNIR,Uniroyal Global Engineered Products Inc,5604000.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,-0.2
UNIV,Universal Infotainment Systems Corp,1742650.00,,,--,--
UNLA,Unilava Corporation.,20010.00,Communication Services,Diversified Telecommunication Services,--,+1.1
UNRG,United Energy Corp.,1880790.00,Materials,Chemicals,--,-0.5
UNSS,Universal Solar Technology Inc,14353140.00,,,--,--
UNTN,"United Tennessee Bankshares, Inc.",16606440.00,Financials,Thrifts & Mortgage Finance,2.86%,+0.6
UNTY,"Unity Bancorp, Inc.",195259680.00,Financials,Banks,1.74%,+1.4
UNVC,Univec Conglomerate Inc,4445660.00,Health Care,Health Care Equipment & Supplies,--,-1.2
UNXLQ,Uni-Pixel Inc,43680.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+2.7
UOLI,Uonlive Corp,834130.00,Communication Services,Media,--,--
UOMO,UOMO Media Inc.,2234850.00,,,--,-2.3
UONE,URBAN ONE INC,37683480.00,Communication Services,Media,--,+1.2
UONEK,Urban One Inc,52087210.00,Communication Services,Media,--,+1.2
UPDC,UPD Holding Corp,2759220.00,Consumer Staples,Personal Products,--,-1.1
UPIN,Universal Power Industry Corp,2531290.00,Information Technology,IT Services,--,+1.9
UPPR,Upper Street Marketing Inc,799510.00,Communication Services,Interactive Media & Services,--,-0.5
URAL,United Rail Inc,4443000.00,Industrials,Road & Rail,--,+2.1
URANF,INTERNATIONAL PRSPCT VEN LTD,2953180.00,Materials,Metals & Mining,--,+1.5
URBF,Urban Barns Foods Inc,12500.00,Consumer Staples,Food Products,--,--
URBT,Urban Television Network Corp,5272670.00,Communication Services,Media,--,+2.2
UREQF,DEVEX RES LTD SHS,31091940.00,,,--,+2.3
URG,Ur-Energy Inc. (USA),106772070.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.2
URGN,Urogen Pharma Ltd,409714690.00,Health Care,Biotechnology,--,+1.3
URNAF,URBANA CORP,19100000.00,Financials,Capital Markets,3.21%,+0.9
URNXF,MAGNIS ENERGY TECHNOLOGIES LTD SHS,120201050.00,,,--,+1.4
UROV,Urovant Sciences Ltd,510073680.00,Health Care,Pharmaceuticals,--,--
URVNF,URAVAN MINERALS INC,660330.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.3
URXZF,TENTH AVENUE PETROLEUM CORP,253680.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.2
URYL,United Royale Holdings Corp,255582000.00,Consumer Staples,Food Products,--,--
USAE,US Aerospace Inc,10890.00,Industrials,Aerospace & Defense,--,--
USAK,"USA Truck, Inc.",80504400.00,Industrials,Road & Rail,--,+2.3
USAM,US Automotive Manufacturing Inc,5980.00,,,--,--
USAP,Universal Stainless & Alloy Products Inc,70463400.00,Materials,Metals & Mining,--,+1.8
USAQ,USA Equities Corp,4003430.00,,,--,--
USAT,"USA Technologies, Inc.",678672800.00,Information Technology,IT Services,--,+2.1
USAU,US Gold Corp,39625300.00,Materials,Metals & Mining,--,+1.8
USBL,United States Basketball League Inc,317580.00,Communication Services,Entertainment,--,--
USCR,US Concrete Inc,593915740.00,Materials,Construction Materials,--,+1.3
USCS,USCorp,1276980.00,Materials,Metals & Mining,--,-1.9
USDC,USDATA Corporation,310.00,,,--,--
USDF,Us-Dadi Fertilizer Industry Intl Inc,1032830.00,Industrials,Trading Companies & Distributors,--,+0.9
USDP,USD Partners LP,107445180.00,Energy,"Oil, Gas & Consumable Fuels",11.65%,+1.4
USDR,UAS Drone Corp,9217250.00,,,--,--
USEG,U.S. Energy Corp.,11518200.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.0
USEI,US Energy Initiatives Corp Inc,872150.00,Industrials,Machinery,--,+2.1
USGA,"US Global Nanospace, Inc.",284260.00,,,--,+0.8
USIO,Usio Inc,50015200.00,Information Technology,IT Services,--,+1.6
USLG,US Lighting Group Inc,20887240.00,,,--,-0.3
USLM,United States Lime & Minerals Inc,638836950.00,Materials,Construction Materials,0.57%,+0.7
USLQ,U S Liquids Inc.,1620.00,,,--,--
USMJ,North American Cannabis Holdings Inc,4220320.00,,,--,-1.7
USNL,US National Telecom Inc,347530.00,,,--,--
USNU,US NeuroSurgical Holdings Inc,2111630.00,Health Care,Health Care Providers & Services,--,+0.2
USRI,USA Recycling Industries Inc,10991260.00,Industrials,Commercial Services & Supplies,--,+9.5
USRM,US Stem Cell Inc,2841630.00,Health Care,Biotechnology,--,+2.4
USSHF,UNISERVE COMMUNICATIONS CORP,1875140.00,Communication Services,Diversified Telecommunication Services,--,+1.5
USVR,US VR Global.Com Inc,16287200.93,,,--,--
USWS,US Well Services Inc,33501410.00,Energy,Energy Equipment & Services,--,+1.9
USX,US Xpress Enterprises Inc,347110750.00,Industrials,Road & Rail,--,--
UTGN,UTG Inc,85725000.00,Financials,Insurance,--,-0.2
UTI,"Universal Technical Institute, Inc.",196208470.00,Consumer Discretionary,Diversified Consumer Services,--,+1.1
UTL,Unitil Corporation,651904080.00,Utilities,Multi-Utilities,3.43%,+0.4
UTMD,"Utah Medical Products, Inc.",339066000.00,Health Care,Health Care Equipment & Supplies,1.23%,+0.3
UTRK,"Universal Tracking Solutions, Inc.",755410.00,,,--,+2.4
UTRX,Unitronix Corporation,296750.00,Information Technology,Software,--,--
UTSI,UTStarcom Holdings Corp,60355680.00,Information Technology,Communications Equipment,--,+1.4
UUU,"Universal Security Instruments, Inc.",7309080.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+2.1
UUUU,Energy Fuels Inc (USA),376405210.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.2
UVCL,"UniverCell Holdings, Inc.",19930.00,,,--,--
UVE,"Universal Insurance Holdings, Inc.",457476400.00,Financials,Insurance,4.25%,+1.1
UVFT,"UV Flu Technologies, Inc.",2012460.00,,,--,+4.5
UVSE,Universal Energy Corp.,8618800.00,Energy,"Oil, Gas & Consumable Fuels",--,--
UVSP,Univest Financial Corp,580949950.00,Financials,Banks,4.00%,+1.1
UWHR,Uwharrie Capital Corp,40399000.00,Financials,Banks,--,-0.4
UWKI,"uWink, Inc.",1270.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
UXIN,Uxin Ltd (ADR),407853400.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
VABK,Virginia National Bankshares Corp,73115160.00,Financials,Banks,4.50%,+0.8
VADP,Vado Corp,348954630.00,,,--,--
VALPQ,Valaris PLC,14042480.00,Energy,Energy Equipment & Services,--,+2.3
VALU,"Value Line, Inc.",295476750.00,Financials,Capital Markets,2.71%,-0.1
VALV,Shengkai Innovations Inc,108330.00,Industrials,Machinery,--,+1.1
VANTF,VANTEX RESOURCES LTD,585670.00,Materials,Metals & Mining,--,+2.3
VAPE,Vape Holdings Inc,200000.00,,,--,+1.5
VAPO,Vapotherm Inc,680786330.00,Health Care,Health Care Equipment & Supplies,--,--
VAPR,Vaporbrands International Inc,1455420.00,,,--,+0.7
VARXF,BOE VARITRONIX LTD SHS,294070000.00,,,--,+0.7
VASO,Vaso Corp,9434610.00,Health Care,Health Care Equipment & Supplies,--,+3.0
VBF,Invesco Bond Fund,237646690.00,,,3.23%,+0.3
VBFC,Village Bank and Trust Financial Corp.,47513060.00,Financials,Banks,--,+0.7
VBHI,Verde Bio Holdings Inc,2118220.00,,,--,-1.0
VBIO,Vitality Biopharma Inc,6100800.00,Health Care,Pharmaceuticals,--,+3.4
VBIV,VBI Vaccines Inc,754285560.00,Health Care,Biotechnology,--,+2.1
VBIX,Viewbix Inc,583480.00,,,--,+0.5
VBLT,Vascular Biogenics Ltd,72798650.00,Health Care,Biotechnology,--,+1.1
VBTC,Vubotics Inc,52770.00,Information Technology,Software,--,--
VBVT,Viabuilt Ventures Inc,290980.00,,,--,+1.1
VCBD,Vitalibis Inc,322960.00,,,--,--
VCF,Delaware Investments Colorado Mncpl IFI,68443550.00,,,3.39%,+0.3
VCLD,Verecloud Inc,50660.00,,,--,--
VCMP,VCampus Corporation,1130.00,,,--,--
VCNX,Vaccinex Inc,51040080.00,Health Care,Biotechnology,--,--
VCOGF,VICOTORIA OIL & GAS PLC SHS NEW,7712010.00,,,--,+2.5
VCON,"Vicon Industries, Inc.",118080.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+2.5
VCOR,Visiber57 Corp,13199999.81,,,--,--
VCPS,VinCompass Corp,0.00,,,--,--
VCST,"ViewCast.com, Inc.",193400.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+2.1
VCSY,Vertical Computer Systems Inc.,23142300.00,Information Technology,Software,--,+1.0
VCTL,"Rainmaker Systems, Inc.",147880.00,Information Technology,IT Services,--,+0.4
VCTY,"Videolocity International, Inc.",408860.00,Consumer Discretionary,Diversified Consumer Services,--,--
VCV,Invesco California Value Mncpl Incm Trst,619851750.00,,,4.40%,+0.3
VCVCU,10X Capital Venture Acquisition Corp,179375000.00,,,--,--
VCYE,Velocity Energy Inc,54580.00,Energy,"Oil, Gas & Consumable Fuels",--,--
VDKB,Vodka Brands Corp,14523600.00,,,--,--
VDPH,Vdo-Ph International,2844910.00,,,--,--
VDRM,Viaderma Inc,1241930.00,Health Care,Pharmaceuticals,--,+5.6
VEC,Vectrus Inc,599385000.00,Industrials,Aerospace & Defense,--,+1.6
VECO,Veeco Instruments Inc.,865481340.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.4
VEGL,Vegalab Inc,2830770.00,Industrials,Commercial Services & Supplies,--,+0.1
VEGPF,VECTURA GROUP PLC SHS,911702520.00,,,--,+0.3
VEII,Value Exchange International Inc,2046260.00,,,--,+3.3
VEL,Velocity Financial Inc,116102860.00,,,--,--
VELXF,CANADIAN OVERSEAS PETRO LTD,37386540.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.1
VEND,Generation Next Franchise Brands Inc,703220.00,Industrials,Trading Companies & Distributors,--,-1.6
VERB,Verb Technology Company Inc,58367500.00,Information Technology,Software,--,+0.9
VERF,Versailles Financial Corp,10272000.00,,,2.38%,--
VERI,Veritone Inc,920450100.00,Information Technology,Software,--,+3.6
VERO,Venus Concept Inc,91615530.00,,,--,--
VERU,Veru Inc,352813200.00,Consumer Staples,Personal Products,--,+0.3
VERY,Vericity Inc,157823750.00,Financials,Insurance,--,--
VET,VERMILION ENERGY INC,820030260.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.6
VETOF,VETOQUINOL SHS,815098388.67,,,--,+0.4
VFL,Delaware Investments Natnl Mncpl Incm Fd,58999840.00,,,3.94%,+0.1
VFRM,Veritas Farms Inc,9764660.00,,,--,--
VGAC,VG Acquisition Corp,778226370.00,,,--,--
VGLS,VG Life Sciences Inc,519710.00,Health Care,Biotechnology,--,+1.4
VGM,Invesco Trust for Investment GradeMncpls,718481250.00,,,4.86%,+0.2
VGMIF,VISIBLE GOLD MINES INC,5760930.00,Materials,Metals & Mining,--,+3.1
VGRBF,Vgrab Communications Inc,21902610.00,,,--,-0.3
VGREF,Viaspace green energy inc.,8804250.00,,,--,--
VGTL,VGTel Inc,319030.00,Communication Services,Entertainment,--,+5.3
VGZ,Vista Gold Corp.,96476030.00,Materials,Metals & Mining,--,+1.1
VHC,VirnetX Holding Corporation,358847950.00,Information Technology,Software,--,+0.4
VHI,"Valhi, Inc.",524464150.00,Materials,Chemicals,1.70%,+1.9
VHUB,Vapor Hub International Inc,59590.00,Consumer Staples,Tobacco,--,--
VIAO,VIA Optronics AG - ADR,268449900.00,,,--,--
VIAP,VIA Pharmaceuticals Inc,53450.00,Health Care,Biotechnology,--,+0.6
VIBI,Vilacto Bio Inc,2030170.00,,,--,--
VICA,Rafina Innovations Inc,837880.00,Health Care,Health Care Providers & Services,--,+0.1
VIDA,Vidaroo Corp,74200.00,Communication Services,Entertainment,--,+1.4
VIDE,Video Display Corporation,7053600.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+1.2
VIEWF,Viewtran Group Inc,213980.00,Financials,Diversified Financial Services,--,+2.0
VIFI,"Vie Financial Group, Inc.",2110.00,,,--,--
VIGLF,VIGIL HEALTH SOLUTIONS INC,4728880.00,Health Care,Health Care Technology,--,+0.3
VIH,VPC Impact Acquisition Holdings,259220000.00,,,--,--
VIHD,VISION HYDROGEN Corp,7542100.00,,,--,--
VILGF,YOURGENE HEALTH PLC SHS,151307100.00,,,--,+0.8
VINO,Gaucho Group Holdings Inc,35979500.00,,,--,-3.4
VIOT,Viomi Technology Co Ltd - ADR,383546160.00,Consumer Discretionary,Household Durables,--,--
VIPV,VIPR Corp,2020.00,Materials,Metals & Mining,--,+0.6
VIRC,Virco Mfg. Corporation,35817750.00,Industrials,Commercial Services & Supplies,--,+1.3
VISL,Vislink Technologies Inc,26353470.00,Information Technology,Communications Equipment,--,+1.6
VISM,Visium Technologies Inc,3437510.00,Information Technology,IT Services,--,+0.4
VITOF,VITRO S A DE C V SHS,594792330.00,,,--,+1.1
VIVC,Vivic Corp,58728000.00,,,--,--
VIVE,Viveve Medical Inc,10726490.00,Health Care,Health Care Equipment & Supplies,--,+0.6
VIVK,Vivakor inc,141011960.00,,,--,+0.8
VIVO,"Meridian Bioscience, Inc.",831366800.00,Health Care,Health Care Equipment & Supplies,--,+0.6
VIZC,Vizconnect Inc,74140.00,,,--,--
VIZG,VisionGlobal Corporation,0.00,,,--,--
VJET,Voxeljet AG (ADR),49955880.00,Industrials,Machinery,--,+2.5
VKI,Invesco Advantage Municipal Income Tr II,507649160.00,,,4.86%,+0.3
VKIN,Viking Energy Group Inc,28812200.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.9
VKQ,Invesco Municipal Trust,714734400.00,,,4.83%,+0.2
VKSC,"Viskase Companies, Inc.",55850550.00,Materials,Containers & Packaging,--,+0.1
VKTX,Viking Therapeutics Inc,449749080.00,Health Care,Biotechnology,--,+2.1
VLBI,Valentine Beauty Inc,16060.00,,,--,--
VLCJF,VELOCITY MINERALS LTD COM PAR,54299970.00,Materials,Metals & Mining,--,+0.9
VLDI,Validian Corp,6993000.00,Information Technology,Software,--,-1.4
VLGEA,"Village Super Market, Inc.",331221780.00,Consumer Staples,Food & Staples Retailing,4.38%,+0.0
VLMZF,VOLCANIC GOLD MINES INC,9691040.00,,,--,+3.7
VLNSF,VELAN INC  -SVTG,28469870.00,Industrials,Machinery,--,+1.1
VLRDF,VILLAGE ROADSHOW LTD SHS,429662200.00,,,--,+2.1
VLT,Invesco Van Kampen High Income Trust II,88332000.00,,,8.57%,+0.7
VLXGF,VOLEX GROUP PLC SHS,327431000.00,,,1.91%,+1.0
VMAC,Vistas Media Acquisition Company Inc,137580840.00,,,--,--
VMCS,VisualMED Clinical Solutions Corp.,416870.00,Health Care,Health Care Technology,--,+0.2
VMD,VIEMED HEALTHCARE INC COM,358640880.00,Health Care,Health Care Providers & Services,--,--
VMII,Voice Mobility International Inc(USA),99950.00,Information Technology,Software,--,--
VMM,Delaware Invstmt Mnst Mnpl Inm Fd II Inc,152671350.00,,,2.94%,+0.2
VMO,Invesco Van Kampen Munpl Oprtnty Tr,871001800.00,,,4.84%,+0.2
VMRI,Valmie Resources Inc,1321850.00,,,--,-2.0
VMSI,Vita Mobile Systems Inc,2902950.00,,,--,+0.4
VNCE,Vince Holding Corp,71424780.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,+2.3
VNCI,Lyynks Inc,1371620.00,Information Technology,Software,--,--
VNDA,Vanda Pharmaceuticals Inc.,736701240.00,Health Care,Biotechnology,--,+0.6
VNJA,Vanjia Corp,30900000.00,Consumer Discretionary,Household Durables,--,--
VNMHF,VIETNAM HOLDING LTD ORD,90159300.00,,,--,+0.7
VNOM,Viper Energy Partners LP,895099780.00,Energy,"Oil, Gas & Consumable Fuels",3.16%,+2.7
VNRX,VolitionRX Ltd,171102900.00,Health Care,Health Care Equipment & Supplies,--,+1.9
VNTH,Nano Mobile Healthcare Inc,401830.00,Health Care,Health Care Technology,--,-0.2
VNTR,Venator Materials PLC,335169880.00,Materials,Chemicals,--,+1.9
VNUE,VNUE Inc,4254100.00,,,--,-3.2
VNWTF,VECIMA NETWORKS INC,224846780.00,Information Technology,Communications Equipment,1.69%,+0.9
VOC,VOC Energy Trust,39780000.00,Energy,"Oil, Gas & Consumable Fuels",17.82%,+1.8
VOHO,Volcan Holdings Inc,1918730.00,Materials,Metals & Mining,--,--
VOIS,Gamerica Holdings and Acquisitions Corp,26650.00,Health Care,Health Care Technology,--,--
VOLT,"Volt Information Sciences, Inc.",42318900.00,Industrials,Professional Services,--,+2.5
VONI,Veroni Brands Corp,16251000.00,,,--,--
VOQP,"VioQuest Pharmaceuticals, Inc .",53530.00,Health Care,Pharmaceuticals,--,-2.3
VOSSF,VOSSLOH AG AKT,720650920.00,,,--,+0.8
VOXX,VOXX International Corp,300170900.00,Consumer Discretionary,Household Durables,--,+1.7
VOYRF,VALOR RES LTD ORD FULLY PAID,19208480.00,,,--,+2.6
VOYT,Voyant International Corp,25630.00,Information Technology,Software,--,--
VPG,Vishay Precision Group Inc,403992000.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.4
VPGI,"Velocity Portfolio Group, Inc.",3081600.00,Financials,Capital Markets,--,+0.3
VPLM,Voip-Pal.Com Inc,26047800.00,Communication Services,Diversified Telecommunication Services,--,-1.1
VPOR,Vapor Group Inc,5460350.00,Materials,Containers & Packaging,--,-1.3
VPRB,VPR Brands LP,1647950.00,Consumer Staples,Tobacco,--,-0.3
VPRIF,VITALITY PRODUCTS INC,2922510.00,Consumer Staples,Personal Products,--,+0.6
VPRO,"Viropro, Inc.",936720.00,,,--,-0.7
VPTOF,SENEX ENERGY LTD ORD,224021280.00,,,--,+1.6
VPV,Invesco Pennsylvania Value Mncpl Incm Tr,300258000.00,,,4.77%,+0.2
VQSLF,VIQ SOLUTIONS INC,65650150.00,Information Technology,IT Services,--,-0.6
VRA,"Vera Bradley, Inc.",239208440.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,+1.9
VRAY,Viewray Inc,637065000.00,Health Care,Health Care Equipment & Supplies,--,+1.1
VRCA,Verrica Pharmaceuticals Inc,267195780.00,Health Care,Pharmaceuticals,--,--
VRCI,Verde Science Inc,47740.00,,,--,+7.1
VRCV,Varca Ventures Inc,122940.00,Materials,Metals & Mining,--,--
VRDR,Verde Resources Inc,1508510.00,,,--,+2.9
VREX,Varex Imaging Corp,646800000.00,Health Care,Health Care Equipment & Supplies,--,+1.0
VRME,VerifyMe Inc,18539310.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.8
VRS,Verso Corp,397594170.00,Materials,Paper & Forest Products,3.38%,+2.1
VRTA,Vestin Realty Mortgage I Inc.,2037920.00,Financials,Thrifts & Mortgage Finance,--,+1.5
VRTB,"Vestin Realty Mortgage II, Inc.",770000.00,Financials,Thrifts & Mortgage Finance,--,+0.6
VRTC,Veritec Inc,1589520.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+1.7
VRTT,Viatar CTC Solutions Inc,487380.00,,,--,--
VRTV,Veritiv Corp,309456180.00,Industrials,Trading Companies & Distributors,--,+2.0
VRTY,Verity Corp,7143380.00,,,--,+2.4
VRUS,Verus International Inc,2463040.00,Consumer Staples,Food & Staples Retailing,--,+1.0
VRVR,Virtual Interactive Technologies Corp,11999680.00,,,--,--
VRXWF,MEDIAVALET INC,82608520.00,Information Technology,Software,--,+0.6
VSBC,Vitaspring Biomedical Co. Ltd,654120000.00,,,--,--
VSEC,VSE Corporation,410102610.00,Industrials,Commercial Services & Supplies,0.97%,+1.5
VSMD,"Vasamed, Inc.",52870.00,,,--,+1.4
VSMR,Verify Smart Corp,1140690.00,Information Technology,Software,--,+2.3
VSPC,Viaspace Inc.,6582370.00,Industrials,Commercial Services & Supplies,--,+2.6
VSPR,Vesper Healthcare Acquisition Corp,619850000.00,,,--,--
VSRV,"Voiceserve, Inc.",87000.00,,,--,--
VSST,Voice Assist Inc,677550.00,Information Technology,Software,--,+0.1
VSTM,Verastem Inc,407457600.00,Health Care,Biotechnology,--,+1.2
VSYM,View Systems Inc,1718930.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+4.1
VSYS,Viscount Systems Inc,416950.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.4
VTA,Invesco Dynamic Credit Opportunities Fd,656251600.00,,,8.62%,+0.8
VTDRF,Vantage Drilling International,42623750.00,Energy,Energy Equipment & Services,--,--
VTEQ,Veriteq Corp,159220.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
VTGDF,Vantage Drilling Company,1331180.00,Energy,Energy Equipment & Services,--,+0.6
VTGN,Vistagen Therapeutics Inc,56904460.00,Health Care,Biotechnology,--,+0.6
VTIAF,VITA 34 AG NAMEN AKT,57473510.00,,,--,+1.0
